date,marketcap,pricetobook,pricetoearnings,dividendyield,earningsyield,Quarter,nopat,freecashflow,roe,ebitdagrowth,ebitdamargin,cashdividendspershare,bookvaluepershare,capex,currentratio,debttoequity,epsgrowth,investedcapitalgrowth,fcffgrowth,finleverage,netincomegrowth,roa,revenuegrowth,basiceps,operatingrevenue,ebitda,totalassets,totalliabilities,debt,netincome,netcashfromoperatingactivities,netcashfrominvestingactivities,netcashfromfinancingactivities,longterminvestments,one_yr_monthly_beta
31/12/2018,1.63E+11,3.2444,14.8905,0.023492,0.067157,Q1-2019,11401892196,9077892196,0.219371,0.070056,0.302984,1.72,33.5888,4679000000,0.9953,0.3722,0.036879,0.034983,0.947602,0.3031,0.002467,0.115128,0.066099,7.34,59386000000,17993000000,99941000000,44424000000,20665000000,11379000000,14157000000,-5629000000,-8670000000,2970000000,0.6191
28/12/2018,1.61E+11,3.295,12.7565,0.024006,0.078392,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6191
27/12/2018,1.60E+11,3.271,12.6637,0.024182,0.078966,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6191
26/12/2018,1.59E+11,3.2498,12.5817,0.02434,0.079481,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6191
24/12/2018,1.50E+11,3.0816,11.9302,0.025669,0.083821,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6191
21/12/2018,1.56E+11,3.2004,12.3903,0.024716,0.080708,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6191
20/12/2018,1.60E+11,3.2858,12.7208,0.024073,0.078611,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
19/12/2018,1.64E+11,3.3539,12.9847,0.023584,0.077014,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
18/12/2018,1.64E+11,3.361,13.0121,0.023535,0.076852,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
17/12/2018,1.66E+11,3.3969,13.1512,0.023286,0.076039,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
14/12/2018,1.68E+11,3.4454,13.339,0.022958,0.074968,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
13/12/2018,1.70E+11,3.482,13.4805,0.022717,0.074181,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
12/12/2018,1.68E+11,3.4458,13.3402,0.022956,0.074961,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
11/12/2018,1.68E+11,3.4384,13.3117,0.023005,0.075122,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
10/12/2018,1.68E+11,3.435,13.2986,0.023027,0.075196,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
07/12/2018,1.68E+11,3.4387,13.3128,0.023003,0.075115,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
06/12/2018,1.70E+11,3.4838,13.4876,0.0149,0.074142,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
04/12/2018,1.68E+11,3.4393,13.3154,0.015093,0.075101,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
03/12/2018,1.72E+11,3.5268,13.6539,0.014718,0.073239,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
30/11/2018,1.72E+11,3.5192,13.6245,0.01475,0.073397,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
29/11/2018,1.73E+11,3.5533,13.7566,0.014609,0.072692,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
28/11/2018,1.73E+11,3.5378,13.6964,0.014673,0.073012,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
27/11/2018,1.69E+11,3.4707,13.4369,0.014956,0.074422,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
26/11/2018,1.67E+11,3.4296,13.2776,0.015136,0.075315,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
23/11/2018,1.67E+11,3.4153,13.2222,0.015199,0.075631,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
21/11/2018,1.68E+11,3.4442,13.3342,0.015071,0.074995,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
20/11/2018,1.66E+11,3.4089,13.1974,0.015228,0.075773,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.7129
19/11/2018,1.72E+11,3.517,13.6162,0.014759,0.073442,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
16/11/2018,1.73E+11,3.5405,13.707,0.014661,0.072955,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
15/11/2018,1.74E+11,3.5685,13.8156,0.014546,0.072382,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
14/11/2018,1.74E+11,3.5688,13.8167,0.014545,0.072376,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
13/11/2018,1.74E+11,3.5606,13.7849,0.014579,0.072543,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
12/11/2018,1.73E+11,3.556,13.7672,0.014597,0.072636,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
09/11/2018,1.75E+11,3.5957,13.9206,0.014437,0.071836,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
08/11/2018,1.72E+11,3.5347,13.6846,0.014685,0.073075,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
07/11/2018,1.74E+11,3.5667,13.8085,0.014554,0.072419,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
06/11/2018,1.73E+11,3.5564,13.7684,0.014596,0.07263,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
05/11/2018,1.72E+11,3.518,13.6197,0.014755,0.073423,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
02/11/2018,1.71E+11,3.5097,13.5879,0.01479,0.073595,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
01/11/2018,1.73E+11,3.5378,13.6964,0.014673,0.073012,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
31/10/2018,1.71E+11,3.4991,13.5466,0.014835,0.073819,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
30/10/2018,1.71E+11,3.4969,13.5383,0.014844,0.073864,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
29/10/2018,1.68E+11,3.4445,13.3354,0.01507,0.074988,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
26/10/2018,1.68E+11,3.4491,13.3531,0.01505,0.074889,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
25/10/2018,1.70E+11,3.4787,13.4676,0.014922,0.074253,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
24/10/2018,1.66E+11,3.4009,13.1667,0.015263,0.075949,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
23/10/2018,1.75E+11,3.5911,13.9029,0.014455,0.071928,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
22/10/2018,1.76E+11,3.6039,13.9524,0.014404,0.071672,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
19/10/2018,1.77E+11,3.6231,14.0267,0.014327,0.071292,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.6868
18/10/2018,1.73E+11,3.5402,13.7059,0.014663,0.072962,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
17/10/2018,1.74E+11,3.5692,13.8179,0.014544,0.07237,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
16/10/2018,1.73E+11,3.5405,13.707,0.014661,0.072955,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
15/10/2018,1.69E+11,3.4567,13.3826,0.015017,0.074724,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
12/10/2018,1.67E+11,3.4314,13.2847,0.015128,0.075275,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
11/10/2018,1.65E+11,3.3869,13.1125,0.015326,0.076263,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
10/10/2018,1.68E+11,3.439,13.3142,0.015094,0.075108,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
09/10/2018,1.74E+11,3.5618,13.7896,0.014574,0.072518,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
08/10/2018,1.72E+11,3.5353,13.687,0.014683,0.073062,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
05/10/2018,1.71E+11,3.4975,13.5407,0.014842,0.073851,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
04/10/2018,1.73E+11,3.5387,13.7,0.014669,0.072993,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
03/10/2018,1.74E+11,3.5624,13.792,0.014571,0.072506,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
02/10/2018,1.75E+11,3.5853,13.8805,0.014478,0.072044,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
01/10/2018,1.73E+11,3.542,13.7129,0.014655,0.072924,Q4-2018,13132532012,9576532012,0.261041,0.107063,0.309856,1.68,32.3643,4465000000,0.942,0.3869,0.469244,0.055369,1.563195,0.3186,0.395046,0.134433,0.077933,8.4,59434000000,18416000000,98598000000,44643000000,20874000000,13066000000,14295000000,-5336000000,-8843000000,2899000000,0.8316
28/09/2018,1.73E+11,3.7484,14.369,0.014567,0.069594,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,0.8316
27/09/2018,1.71E+11,3.7196,14.2584,0.01468,0.070134,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,0.8316
26/09/2018,1.70E+11,3.693,14.1564,0.014786,0.07064,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,0.8316
25/09/2018,1.68E+11,3.6423,13.9622,0.014992,0.071622,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,0.8316
24/09/2018,1.67E+11,3.6148,13.8566,0.015106,0.072168,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,0.8316
21/09/2018,1.63E+11,3.5388,13.5654,0.01543,0.073717,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,0.8316
20/09/2018,1.65E+11,3.5779,13.7153,0.015262,0.072911,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,0.8316
19/09/2018,1.62E+11,3.5192,13.4904,0.015516,0.074127,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,0.8316
18/09/2018,1.62E+11,3.5109,13.4585,0.015553,0.074303,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,1.018
17/09/2018,1.62E+11,3.5055,13.4376,0.015577,0.074418,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,1.018
14/09/2018,1.61E+11,3.5023,13.4253,0.015591,0.074486,Q3-2018,12543673722,4904673722,0.257292,0.052281,0.302749,1.68,30.7664,4159000000,0.8771,0.4623,0.400353,0.127826,-0.501078,0.3074,0.332056,0.130644,0.043351,7.99,57906000000,17531000000,98792000000,47584000000,23673000000,12512000000,14012000000,-5964000000,-8148000000,3155000000,1.018
